VEHICLE NO,LOCATION,NO.OF BINS,IST TRIP,IIND TRIP,IIRD TRIP,REMARKS,Zone,Div,Shift
TN 04 AQ 6239,ASHOKA STREET (JUNCTION),1,8.30 AM, ,12.30 PM, ,8,105,0
TN 22 CH 4665,KANNAPPAN STREET,2,7.00 AM,10.05 AM, , ,8,106,0
TN 04 AQ 4837,E.V.R.LANE (EGA OPPOSITE),1,-,10.15AM,-, ,8,107,0
TN 04 AQ 6253,GANDHI ROAD,4, , ,12.15 AM, ,8,108,0
TN02BU 0441,KATHIWAKKAM BRIDGE,8, ,12.30 PM, ,DAY,1,3,0
TN02BU 0441,PERIYA KASI KOIL KUPPAM,3, ,01.00 PM, ,DAY,1,3,1
TN02BU 0421,TH ROAD,4,`,02.45 AM, ,NIGHT,1,5,0
TN02BU 0407,MGR NAGAR,3,08.55 AM, , ,DAY,1,7,0
TN 02 BU 0442,3RD MAIN ROAD,2, ,12.15PM, ,DAY,2,19,0
TN 02 BU 0442,GANDHI NAGAR ,2, ,11.15AM, ,DAY,2,19,1
TN 02 BU 0442,GANDHI NAGAR ,2, ,1.00AM, ,NIGHT,2,19,2
TN 02 BU 0442,LABBAIMEDU,1, ,1.25PM, ,DAY,2,21,0
TN02BU 0433,SHAKTHIVEL NAGAR,5, ,2.15AM, ,NIGHT,3,22,0
TN02BU 0433,KADDAPA ROAD,4, ,1.10PM, ,DAY,3,24,0
TN02BU 0433,SURAPET MAIN ROAD,3, ,12.40PM, ,DAY,3,24,1
TN02BU 0433,SURAPET MAIN ROAD,3,12.20PM, , ,NIGHT,3,24,2
TN02BU 0433,M.G.R NAGAR,4, ,3.30AM, ,NIGHT,3,25,0
TN02BU 0340,CMDA TRUCK TERMINAL,10, ,01.20PM, ,DAY,3,26,0
TN02BU 0340,M.G.R STREET (TELUGU COLONY),11,9.15AM, , ,DAY,3,27,0
TN02BU 0484,MRH ROAD,5,9:45PM, , ,NIGHT,3,30,0
TN02BU 0484,MRH ROAD,2,10:20PM, , ,NIGHT,3,31,0
TN02BU 0433,TEACHERS COLONY 7TH MAIN ROAD,6,11.30PM, , ,NIGHT,3,32,0
TN02BU 0484,G.N.T ROAD,5, ,3.00AM, ,NIGHT,3,33,0
TN 04 AV 6403 ,K.M.A GARDEN,4,9.50 AM, , ,DAY,4,34,0
TN 04 AV 6403 ,K.M.A GARDEN,4, ,10.45 AM, ,DAY,4,34,1
TN 04 AC 6197 ,KAMARAJAR SALAI,10, ,11.30 PM, ,NIGHT,4,35,0
TN 04 AY 6472 ,KAMARAJAR SALAI GANDHI NAGAR 4TH STREET JUN,1, ,11.50 AM, ,DAY,4,35,1
TN 22 BR 3937 ,EH ROAD ( SA COLONY 8TH STREET ),1, ,11.00 AM, , ,4,36,0
TN 22 CH 8296 ,6TH BLOCK,1,7.35 AM, , ,DAY,4,37,0
TN 22 CH 8296 ,AMBEDKAR STREET,1, ,11.40 AM, ,DAY,4,37,1
TN 04 AQ 6422 ,TH ROAD,2, ,12.35 AM, ,NIGHT,4,37,2
TN 22 CF 6185 ,EH ROAD 3RD BRIDGE ( BUS STOP ),1,9.45 AM, , ,DAY,4,38,0
TN 22 CF 6185 ,EH ROAD AMMAN KOIL,1,7.00 AM, , ,DAY,4,38,1
TN 22 CF 5613 ,ELLAYA STREET PRINCE VILLAGE 1,4,10.15 PM, , ,NIGHT,4,38,2
TN 04 AQ 6415 ,LIME KLIN ROAD,4, ,1.00 PM, ,DAY,4,41,0
TN 04 AQ 6415 ,LIME KLIN ROAD,4, ,1.00 PM, ,DAY,4,41,1
TN 22 BR 2956 ,DR.AMBED KAR COLLEGE ROAD (BACKERY),1,6.50AM,10.40AM, ,DAY,4,45,0
TN 22 BR 2956 ,MPM STREET ( FIRE SERVICE),5,8.00AM,11.30AM, ,DAY,4,45,1
TN 22 BR 1249 ,GOOD SHED ROAD,1, ,1.25 PM, ,DAY,4,46,0
TN 22 BR 1249 ,MOORTHINGAR ROAD 1ST STREET,1,8.10 AM, , ,DAY,4,46,1
TN 04 AY 6435 ,RAMANUJA IYER STREET,5, ,11.20AM, ,DAY,4,48,0
TN 04 AY 6435 ,RAMANUJA IYER STREET,5, ,11.20AM, ,DAY,4,48,1
TN 22 CF 1678,G.A.ROAD SUPER MARKET,1,7.20AM,10.30AM,12.15PM, ,5,49,0
TN 04 AY 6426,NORTH MADHA STREET,3,7.00AM,9.30AM,12.00PM, ,5,50,0
TN 04 AD 6261,O.S.H ROAD,5,7.20AM,10.30AM,12.15PM, ,5,52,0
TN 22 CH 6311,LORRY OFFICE,1,7 .35AM,10.45AM,12.30PM, ,5,53,0
TN 04 AD 0623,PEDDHU STREET,4,7 .35AM,10.45AM,12.30PM, ,5,54,0
TN 22 CJ 1867,OLD JAIL ROAD,1,7.20AM,10.30AM,12.15PM, ,5,55,0
TN 22 CJ 4842,PIDARIYAR KOIL STREET (NEAR BREAD SHOP),2,8.00AM,11.15AM,1.15PM, ,5,56,0
TN 22 BR 1242,GOVINDAPPA NAICKEN STREET,5,7.20AM,10.30AM,12.15PM, ,5,57,0
TN 22 BR 2976,E.V.K SAMPATH ROAD (MAHAVEER COLONY NEAR),2,8.00AM,11.15AM,1.15PM, ,5,58,0
TN 22 AQ 6261,N.S.C BOSE ROAD (NEAR KURALAGAM ),1,7.00AM,9.30AM,12.00PM, ,5,59,0
TN 04 AD1553,JONES STREET,2,7 .35AM,10.45AM,12.30PM, ,5,60,0
TN 22 CF 5144,ETHIRAJ SALAI (SANGEETHA HOTEL ),4,7 .45AM,11.00AM,12.45PM, ,5,61,0
TN 22 CF 6063,EAST COOVAM ROAD (NEAR COX COLONY),1,7.20AM,10.30AM,12.15PM, ,5,62,0
TN 04 AY 6447,ATHITHANAR SALAI (OPP KING AUTOMOBILES ),2,8.00AM,11.15AM,1.15PM, ,5,63,0
 TN 04 AY 6457,EAST STREET(E. B POINT),3, ,11.15, , ,6,64,0
 TN 05 CH 2354,JAMBULINGAM MAIN ROAD(JN 32TH STREET),2,8.1, , , ,6,65,0
 TN 04 CH 1440,JAWAHAR NAGAR 5TH MAIN ROAD,1,7.15, , , ,6,66,0
 TN 05 AY 6480,LOCO SCHEME 1ST STREET,2, ,10.45, , ,6,67,0
 TN 05 AY 6450,PALLAVAN SALAI,1,8.4, , , ,6,68,0
 TN 05 AY 6478,MH ROAD NEAR BIRUNTHA THEATRE,1, ,10.2, , ,6,69,0
 TN 05 CY 7839,PERAMBUR HIGH ROAD (NORTH METRO WATER OFFICE),5,9, , , ,6,70,0
 TN 05 AD 7485,KRISHNA DOSS MAIN ROAD,3, , ,12, ,6,71,0
 TN 05 CH 8625,NATCHIARAMMAL LANE,2, ,10.3, , ,6,73,0
 TN 04AQ 7048,VENAKATAMAL SAMATHI STREET,1,9, , , ,6,75,0
 TN 05 AQ 6446,KM GARDEN,4,9.25, , , ,6,76,0
 TN 05 AY 6478,SUNDARAPURAM 3RD STREET,1,7.3, , , ,6,77,0
 TN 05 CF 5487,MANICKAM STREET,2,7.15, , , ,6,78,0
TN 04 AP 9057,LENIN NAGAR 10TH STREET,4,10.45,-,-, ,7,79,0
 TN 04 AP 9038,GUBERA GANAPATHY STREET,2,11.4,-,-, ,7,80,0
TN 04 6481,RUKMANI STREET,2,-,1,-, ,7,81,0
TN 02 BU 0478,MAYA STREET,3,10:35 TO 10: 42, , ,NIGHT,7,82,0
TN 02 BU 0478,MAYA STREET,3,10:35 TO 10: 42, , ,NIGHT,7,82,2
TN 02 BU 0478,MADANAKUPPAM ,4, ,02:17 TO 02:21, ,NIGHT,7,83,0
TN 02 BU 0478,PERUMAL KOVIL STREET,2, ,01:07 TO 01:10, ,DAY,7,83,1
TN 02 BU 0478,MANGALAPURAM ,4, ,06:07 TO 06:10, ,NIGHT,7,83,2
TN 22 CH 7241,STATION ROAD,2,7.45,-,-, ,7,84,0
TN 02 BU 0478,OV AZHAGESAN STREET,7,07:49 TO 08:05, , ,DAY,7,85,0
TN 02 BU 0478,OV AZHAGESAN STREET,7,07:49 TO 08:05, , ,DAY,7,85,1
TN 04 AP 9028,MG ROAD KUMARAN NAGAR,2,8,-,-, ,7,88,0
 TN 04 AP 9036,THIRUMANGALAM MAIN ROAD (R32 APPARTMENT),1,10.3,-,-, ,7,89,0
 TN 04 1804,THIRUMANGALAM MAIN ROAD (COLLECTOR NAGAR BUS STOP),1,-,11,-, ,7,90,0
TN 22 CF 5473,MTH ROAD(KRISHNA NIVAS),1,9.45AM,12.45AM, , ,8,94,0
TN 04 - 6280 ,AGATHIYAI NAGAR (NEAR METRO WATER ),6, ,9.00AM, , ,8,95,0
TN 04 AQ 4857,TAGORE NAGAR,2,8.35 AM,11.10AM,1.20 PM, ,8,96,0
TN-01 AQ 4843 ,MENTAL HOSPITAL,2,9.00 AM, ,11.50 AM, ,8,98,0
TN 22 CF 5473,2ND AVENUE NEAR SANTHOSH STORE,2,7.20 AM,11.15 AM, , ,8,99,0
TN 04 1297 ,3RD MAIN ROAD TOWER PARK,3,8.05 AM,10.45 AM, , ,8,100,0
TN 22 BR 9446,3RDB AVENUE GANDHI NAGAR HOSPITAL,1,11.47AM, , , ,8,101,0
TN 04 AQ 4740,EAST CLUB ROAD,2,7.00 AM,9.30 AM,11.30 AM, ,8,102,0
TN 04 AY 6858,HORLICKS ROAD,3,8.00AM,12.00AM, , ,8,103,0
TN 04 AC 6127,DR.ALAGAPPA ROAD NEAR INDIAN BANK,1,8.25 AM,11.30 AM, , ,8,104,0
TN 04 AQ 6239,BALA AMMAN STREET,1, ,9.40 AM,1.20 PM, ,8,105,0
TN 22 CH 4665,LAKSHMIAMMAL STREET,2,8.00 AM,11.25 AM, , ,8,106,0
TN 04 AQ 4837,HARINGTON ROAD,2,7.10 AM,-,11.30 AM, ,8,107,0
TN 04 AQ 6253,GANDHI ROAD JOSHI APPARTMENT,2,7.50 AM, , , ,8,108,0
TN02BU 0441,NETHAJI NAGAR,3, ,01.15 PM, ,DAY,1,3,0
TN02BU 0421,WARD 5 OFFICE,7,`,02.25 AM, ,NIGHT,1,5,0
TN 02 BU 0442,3RD MAIN ROAD,2, ,12.25PM, ,DAY,2,19,0
TN 02 BU 0442,KAMARAJAR SALAI,2, ,12.10PM, ,DAY,2,19,1
TN 02 BU 0442,KAMARAJAR SALAI,2, ,2.40AM, ,NIGHT,2,19,2
TN 02 BU 0442,LABBAIMEDU,1, ,3.55AM, ,NIGHT,2,21,0
TN02 BU 0497,SIVANTHI ADHITHANAR SALAI,6,6:10 PM, , ,NOON,3,22,0
TN02BU 0433,KADDAPA ROAD,4,12.10PM, , ,NIGHT,3,24,0
TN02BU 0433,VELLAMMAL BURIAL GROUND,7, ,11.30AM, ,DAY,3,24,1
TN02BU 0433,VELLAMMAL BURIAL GROUND,7, ,2.30AM, ,NIGHT,3,24,2
TN02 BU 0497,MGR NAGAR SERVICE ROAD,7,7:05PM, , ,NOON,3,25,0
TN02BU 0340,NEW KINGS VEGETABLE,3, ,12.OOPM, ,DAY,3,26,0
TN02BU 0484,M.G.R STREET (TELUGU COLONY),11,12.00PM, , ,NIGHT,3,27,0
TN02BO 0497,THANDAI PERIYAR ST,4, ,12.00 PM, ,DAY,3,30,0
TN02BU 0484,MRH ROAD,4,10:40PM, , ,NIGHT,3,31,0
TN02BU 0484,G.N.T ROAD,2, ,2.45AM, ,NIGHT,3,33,0
TN 04 AV 6403 ,K.M.A GARDEN,4, ,10.45 AM, ,DAY,4,34,0
TN 04 AV 6403 ,K.M.A GARDEN,4,9.50 AM, , ,DAY,4,34,1
TN 04 AY 6472 ,KAMARAJAR SALAI ANNAMALAI APPRATMENT,1, ,11.40 AM, ,DAY,4,35,0
TN 04 AY 6472 ,KAMARAJAR SALAI JUNCTION,1, ,12.40 PM, ,DAY,4,35,1
TN 22 BR 3937 ,EH ROAD ( SA COLONY 8TH STREET ),1,8.00 AM, , , ,4,36,0
TN 22 CH 8296 ,8TH BLOCK,3,8.00 AM, , ,DAY,4,37,0
TN 22 CH 8296 ,ANNA STREET,1, ,11.15 AM, ,DAY,4,37,1
TN 04 AQ 6422 ,TVK 2ND LINK ROAD NEAR RR NAGAR,1, ,12.25 AM, ,NIGHT,4,37,2
TN 22 CF 5613 ,EH ROAD 3RD BRIDGE ( BUS STOP ),1,11.15 PM, , ,NIGHT,4,38,0
TN 22 CF 6185 ,EH ROAD B.P. TEA STALL,2,7.30 AM, , ,DAY,4,38,1
TN 22 CF 5613 ,ELLAYA STREET PRINCE VILLAGE 2,3,10.30 PM, , ,NIGHT,4,38,2
TN 04 AC 7627 ,MANALI SALAI,1, , ,1.00 PM,DAY,4,41,0
TN 04 AC 7627 ,MANALI SALAI,1, , ,1.00 PM,DAY,4,41,1
TN 22 BR 2956 ,DR.AMBED KAR COLLEGE ROAD (UPHC),2,7.10AM,10.50AM, ,DAY,4,45,0
TN 22 BR 2956 ,MPM STREET ( PC ),1,9.00AM,11.55AM, ,DAY,4,45,1
TN 04 AY 6403 ,GOOD SHED ROAD,3, ,12.35 PM, ,NIGHT,4,46,0
TN 22 BR 1249 ,MOORTHINGAR ROAD A BLOCK,1,7.15 AM, , ,DAY,4,46,1
TN 04 AY 6435 ,RAMANUJA IYER STREET,5, , ,11.20 AM,DAY,4,48,0
TN 04 AY 6435 ,RAMANUJA IYER STREET,5, , ,11.20 AM,DAY,4,48,1
TN 04 AQ 1951,G.A.ROAD THIRUTHANGAL MANDAPAM,1,7.20AM,10.30AM,12.15PM, ,5,49,0
TN 04 AY 6426,SHAK MAITHIRI STREET,4,7 .45AM,11.00AM,12.45PM, ,5,50,0
TN 04 AD 6261,PERIYANNAN STREET,1,7.20AM,10.30AM,12.15PM, ,5,52,0
TN 22 CH 6311,NORTHWALL ROAD,1,7 .45AM,11.00AM,12.45PM, ,5,53,0
TN 04 AD 0623,RATHINAM STREET,1,7.20AM,10.30AM,12.15PM, ,5,54,0
TN 04 AQ 7295,P.V.IYER STREET,2,7.00AM,9.30AM,12.00PM, ,5,55,0
TN 22 CJ 4842,PIDARIYAR KOIL STREET (NEAR MAATU PANNAI),3,7 .35AM,10.45AM,12.30PM, ,5,56,0
"TN 22 CJ 1867 /
TN 22 BR 1242",MINT STREET,5,7.20AM,10.30AM,12.15PM, ,5,57,0
TN 22 BR 2976,E.V.K SAMPATH ROAD (PAZHAMUTHIR SOLAI OPP),2,7.00AM,9.30AM,12.00PM, ,5,58,0
TN 22 CF 5598,N.S.C BOSE ROAD (NEAR OLYMPIC SHOP),1,8.00AM,11.15AM,1.15PM, ,5,59,0
TN 22 AQ 4269,KRISHNANA KOIL STREET (NEAR BSNL OFFICE),2,7 .45AM,11.00AM,12.45PM, ,5,60,0
TN 22 CF 5144,GANDHI IRWIN ROAD (VASANTH HOTEL),5,7 .45AM,11.00AM,12.45PM, ,5,61,0
TN 04 AQ 7378,EAST COOVAM ROAD (NEAR KOVOOR VAITHYANATHAN ST ),1,7 .45AM,11.00AM,12.45PM, ,5,62,0
TN 04 AY 6447,ATHITHANAR SALAI (OPP NAVEEN BUILDING),1,7 .35AM,10.45AM,12.30PM, ,5,63,0
 TN 04 AY 6457,EAST STREET(E. B POINT),3,7.15, , , ,6,64,0
 TN 05 CH 2354,JAMBULINGAM MAIN ROAD(JN 32TH STREET),2, ,11.2, , ,6,65,0
 TN 04 CH 1440,JAWAHAR NAGAR 6TH MAIN ROAD,4, ,12.4, , ,6,66,0
 TN 05 AY 6480,LOCO SCHEME 1ST STREET,2,7.5, , , ,6,67,0
 TN 05 AY 6450,PALLAVAN SALAI,1,7.55, , , ,6,68,0
 TN 05 AY 6478,MH ROAD NEAR SIMPSOM POINT,7,7, , , ,6,69,0
 TN 05 CY 7839,PILLAIYAR KOIL,1,8, , , ,6,70,0
 TN 05 AD 7485,KRISHNA DOSS MAIN ROAD(OPP TO RANI MAHAL),5,8.3, , , ,6,71,0
 TN 05 CH 8625,NEW FERRANCE ROAD,9,7.15, , , ,6,73,0
 TN 05 AQ 6446,NAYANIYAPPAN STREET,2,7.18, , , ,6,76,0
 TN 05 AY 6478,T.B HOSPITAL,1,7.15, , , ,6,77,0
 TN 05 CF 5487,RAGAVA STREET,1, ,10.35, , ,6,78,0
TN 04 AP 9057,ORAGADAM ANNA HIGH ROAD,1,7.4,-,-, ,7,79,0
 TN 04 AP 9038,PANDIAN STREET,2,7.45,-,-, ,7,80,0
TN 04 AY 6481,SOUTH PARK STREET,2,11.15,-,-, ,7,81,0
TN 02 BU 0478,MURUGAMBEDU 2ND MAIN ROAD,5,11:17 TO 11:25, , ,NIGHT,7,82,0
TN 02 BU 0478,MURUGAMBEDU 2ND MAIN ROAD,5,11:17 TO 11:25, , ,NIGHT,7,82,2
TN 02 BU 0478,MANGALAPURAM ,4, ,06:07 TO 06:10, ,NIGHT,7,83,0
TN 02 BU 0478,RAJIV NAGAR,4, ,12:45 TO 12:57, ,DAY,7,83,1
TN 02 BU 0478,NORTH AVENUE,7, ,03:27 TO 03:40, ,NIGHT,7,83,2
TN 02 BU 0478,RAIL VIHAR,2,07:19 TO 07:25, , ,DAY,7,85,0
TN 02 BU 0478,RAIL VIHAR,2,07:19 TO 07:25, , ,DAY,7,85,1
TN 04 AP 9028,NORTH MADA STREET,3,7.3,-,-, ,7,88,0
 TN 04 AP 9036,THIRUMANGALAM MAIN ROAD (ROUND BUILDING),1,11.3,-,-, ,7,89,0
 TN 04 AC 3928,THIRUMANGALAM MAIN ROAD (FOOD SPOT HOTEL),2,9.4,-,-, ,7,90,0
TN 22 CF 5473,MTH ROAD(NEAR PC),1,8.15AM,11.45AM, , ,8,94,0
TN 04 - 6280 ,BASHA REEDY OPPSIT,1, , ,11.20 AM, ,8,95,0
TN 04 AQ 4857,UNITED INDIA NAGAR 1ST CROSS STREET,2,8.10 AM,10.20AM,12.50 PM, ,8,96,0
TN-01 AQ 4843 ,MENTAL HOSPITAL,2, , ,1.00 PM, ,8,98,0
TN 22 CF 5473,2ND AVENUE NEAR SANTHOSH SUPER MARKET,2,7.10 AM,11.05 AM, , ,8,99,0
TN 04 1297 ,3TH MAIN ROAD DIVISION OFFICE,3,7.00 AM,10.00 AM, , ,8,100,0
TN 04 AQ 6237,6TH AVENUE K BLOCK 15TH STREET,1,8.25AM, ,12.35PM, ,8,101,0
TN 04 AY 6843,GAJALAKSHMI COLONY( CORP SCHOOL),2,10.00 AM, , , ,8,102,0
TN 04 AD 1184,KILLYS BSNL,1,9.30 AM,01.15 AM, , ,8,103,0
TN 04 AC 6127,DR.ALAGAPPA ROAD NEAR JN OF MILLERS ROAD,1,8.50 AM,12.10 AM, , ,8,104,0
TN 04 A3 3506,JANAKI RAMAN COLONY EXT (GANDHI ROAD),1,11.05.PM,1.10.AM, , ,8,105,0
TN 22 CH 8292,MALAKADAI VEETHI,3,7.20 AM,10.50 AM, , ,8,106,0
TN 04 AQ 4837,JOTHYAMMAL NAGAR,1,-,-,12.40 PM, ,8,107,0
TN 04 AQ 6253,GOSHIMANI STREET,2, ,9.45 AM, , ,8,108,0
TN02BU 0421,NETHAJI NAGAR,3,09.15 PM, , ,NIGHT,1,3,0
TN 02 BU 0442,3RD MAIN ROAD,1, ,12.40PM, ,DAY,2,19,0
TN 02 BU 0442,KAMARAJAR SALAI,1, ,11.20AM, ,DAY,2,19,1
TN 02 BU 0442,KAMARAJAR SALAI,1, ,1.15AM, ,NIGHT,2,19,2
TN 02 BU 0442,MULLAI GARDEN,4, ,2.15PM, ,DAY,2,21,0
TN02BU 0433,SIVANTHI ADITHANAR ROAD,5,8.30AM, , ,DAY,3,22,0
TN02 BU 0497,METTUR MAIN ROAD,7,05:10PM, , ,NOON,3,24,0
TN02BU 0433,PRH ROAD,1,10.20PM, , ,NIGHT,3,25,0
TN02BU 0340,PRH FISH MARKET,3, ,11.45AM, ,DAY,3,26,0
TN02BU 0484,THANDAI PERIYAR ST,4,11:30PM, , ,NIGHT,3,30,0
TN02 BU 0497,GNT ROAD ,7,3:00 PM, , ,NOON,3,33,0
TN 04 AV 6403 ,KADUMBADI AMMAN KOVIL MAIN ROAD,1, ,10.30AM, ,DAY,4,34,0
TN 04 AV 6403 ,KADUMBADI AMMAN KOVIL MAIN ROAD,1, ,10.30AM, ,DAY,4,34,1
TN 04 AY 6472 ,KAMARAJAR SALAI GANDHI NAGAR 4TH STREET JUN,1, ,11.50 AM, ,DAY,4,35,0
TN 04 AY 6472 ,KAMARAJAR SALAI NEAR KAILASH TIMBER SHOPS,4, ,12.00 AM, ,DAY,4,35,1
TN 04 AY 6422 ,EH ROAD ( SA COLONY 8TH STREET ),1,10.00 PM, , ,NIGHT,4,36,0
TN 04 AQ 6415 ,8TH BLOCK,3, , ,4.40 PM,AFTERNOON,4,37,0
TN 22 CH 8296 ,ANNA STREET,1,8.35 AM, , ,DAY,4,37,1
TN 04 AQ 6422 ,TVK 2ND LINK ROAD NEAR RR NAGAR,1, ,12.20 AM, ,NIGHT,4,37,2
TN 22 CF 6185 ,EH ROAD 3RD BRIDGE BUS STOP,1, ,12.10 PM, ,DAY,4,38,0
TN 22 CF 6185 ,EH ROAD BP TEA STALL,2, ,11.30 AM, ,DAY,4,38,1
TN 22 CF 5613 ,ELLAYA STREET SWIMMING POOL ( OPP ),1,10.00 PM, , ,NIGHT,4,38,2
TN 04 AC 7627 ,MANALI SALAI NEAR POLICE STATION,1,8.30 AM, , ,DAY,4,41,0
TN 04 AC 7627 ,MANALI SALAI NEAR POLICE STATION,1,8.30 AM, , ,DAY,4,41,1
TN 04 AQ 6408 ,DR.AMBEDKAR COLLEGE ROAD ( UPHC ),2, ,1.15PM, ,AFTERNOON,4,45,0
TN 22 BR 2956 ,MPM STREET ( RAGAM FLATS ),1,9.10AM,12.10AM, ,DAY,4,45,1
TN 22 BR 1249 ,MASUTHI STREET ( CHURCH ),1, ,11.20 AM, ,DAY,4,46,0
TN 22 BR 1249 ,MOORTHINGAR ROAD I J BLOCK,1,7.50 AM, , ,DAY,4,46,1
TN 04 AY 6435 ,RAMANUJA IYER STREET,5,07.20 AM, , ,DAY,4,48,0
TN 04 AY 6435 ,RAMANUJA IYER STREET,5,07.20 AM, , ,DAY,4,48,1
TN 22 CF 1678,KOTHANDARAMAN MAIN STREET,1,7 .45AM,11.00AM,12.45PM, ,5,49,0
TN 04 AY 6426,SN CHETTY STREET,7,7 .35AM,10.45AM,12.30PM, ,5,50,0
TN 04 AD 6261,RSRM HOSPITAL,3,7 .45AM,11.00AM,12.45PM, ,5,52,0
TN 22 CH 6311,PENSIONERS LANE,1,8.00AM,11.15AM,1.15PM, ,5,53,0
TN 04 AD 0623,RELIANCE RICE MILL STREET,1,8.00AM,11.15AM,1.15PM, ,5,54,0
TN 04 AQ 7295,POLICE QUARTERS,2,7 .45AM,11.00AM,12.45PM, ,5,55,0
TN 22 CJ 4842,PIDARIYAR KOIL STREET (NEAR RATION SHOP),2,7.00AM,9.30AM,12.00PM, ,5,56,0
TN 22 CJ 1867 /TN 22 BR 1242,N.S.C BOSE ROAD,5,8.00AM,11.15AM,1.15PM, ,5,57,0
TN 22 BR 2976,E.V.K SAMPATH ROAD (POLICE COMMISSIONER OFFICE NEAR INSIDE ),2,7.20AM,10.30AM,12.15PM, ,5,58,0
TN 22 CF 5598,N.S.C BOSE ROAD (NEAR PUNTHAL ST),1,7 .35AM,10.45AM,12.30PM, ,5,59,0
TN 04 AD 1591,LIMGI CHETTY STREET,4,7.20AM,10.30AM,12.15PM, ,5,60,0
TN 22 CF 5144,IYYA MUTHALI ST (NEAR RELIEF CENTER ),0,7 .45AM,11.00AM,12.45PM, ,5,61,0
TN 04 AQ 7378,EAST COOVAM ROAD (NEAR MANGAPATHY ST ),1,7 .35AM,10.45AM,12.30PM, ,5,62,0
TN 04 AY 6447,ATHITHANAR SALAI (OPP NOOR AUTOMOBILES ),1,7 .45AM,11.00AM,12.45PM, ,5,63,0
TN 05 CH 2491,GANGA THEATRE OPP TO MM NAGAR,3, ,1.15, , ,6,64,0
 TN 05 CH 2354,JAMBULINGAM MAIN ROAD(JN 33TH STREET),3, ,11.3, , ,6,65,0
 TN 05 AQ 6276,KC GARDEN 1ST STREET,1, ,9.3, , ,6,66,0
 TN 05 CF 5272,LOCO SCHEME 1ST STREET,2,7.45, , , ,6,67,0
 TN 05 AY 6450,PALLAVAN SALAI,1,8.1, , , ,6,68,0
 TN 05 AY 6478,MH ROAD NEAR SIMPSOM POINT,7, , ,11.15, ,6,69,0
 TN 05 CY 7839,PILLAIYAR KOIL,1, ,12, , ,6,70,0
 TN 05 AD 7485,KRISHNA DOSS MAIN ROAD(RANI MAHAL,5, , ,12.15, ,6,71,0
 TN 05 CH 8625,RAMASWAMY STREET,1, ,10.1, , ,6,73,0
 TN 05 AQ 6446,PATTALAM MARKET,2,7, , , ,6,76,0
 TN 05 CF 5487,RAGAVA STREET,1,7.22, , , ,6,78,0
TN 04 1357,ORAGADAM BURIAL GROUND,4,-,-,10.3, ,7,79,0
 TN 04 AP 9038,PUDHUR MAIN ROAD,3,7.15,-,-, ,7,80,0
TN 04 6481,SOUTH PARK STREET,2,-,11.3,-, ,7,81,0
TN 02 BU 0478,ONDEEVEERAN STREET,6,10:11 TO 10:17, , ,NIGHT,7,82,0
TN 02 BU 0478,ONDEEVEERAN STREET,6,10:11 TO 10:17, , ,NIGHT,7,82,2
TN 02 BU 0478,NORTH AVENUE,7,09:14 TO 09:20, , ,DAY,7,83,0
TN 02 BU 0478,SUBBULAKSHMI NAGAR,4, ,12:38 TO 12:43, ,DAY,7,83,1
TN 02 BU 0478,NRS MAIN ROAD,2, ,03:10 TO 03:15, ,NIGHT,7,83,2
TN 02 BU 0478,RAMAPURAM,1,08:14 TO 08:16, , ,DAY,7,85,0
TN 02 BU 0478,RAMAPURAM,1,08:14 TO 08:16, , ,DAY,7,85,1
TN 04 AP 9028,NORTH MADA STREET,3,11.05,-,-, ,7,88,0
 TN 04 9028,THIRUMANGALAM MAIN ROAD (SURIYAGANDHI APPARTMENT),1,-,-,12.3, ,7,89,0
 TN 04 AC 3928,THIRUMANGALAM MAIN ROAD (H.P PETROL BUNK,2,9,-,-, ,7,90,0
TN 22 CF 5473,MTH ROAD(POLICE BOOTH),2,7.45AM,11.15AM, , ,8,94,0
TN 04 -6242 ,BHASHA REDDY STREET,1,7.30 AM,10.10 AM,12.30 PM, ,8,95,0
TN 04 AQ 4857,VENKATESAPURAM COLONY 2ND CROSS STREET,2,8.35 AM,11.10AM,-, ,8,96,0
TN-01 AQ 4843 ,MENTAL HOSPITAL OP,2,9.30 AM, ,12.00 PM, ,8,98,0
TN 22 CF 5473,2ND AVENUE NEAR THIRUMANGALAM SIGAL,1,8.40 AM,11.55 AM, , ,8,99,0
TN04 AY 6892 ,4RD AVENUE ATCHAYAM HOTEL,1,8.00 AM,12.10 PM, , ,8,100,0
TN 04 AQ 6237,6TH AVENUE K4 POLICE STATION,1,8.05AM, ,12.10PM, ,8,101,0
TN 04 AQ 4740,GAJAPATHY STREET,4,7.30 AM,10.00 AM,12.15 PM, ,8,102,0
TN 04 AP 9042,KUMMALAMMAN KOIL STREET,1,7.10 AM,10.10 AM,12.10AM, ,8,103,0
TN 04 AC 6127,DR.ALAGAPPA ROAD NEAR LAWDERS GATE,1,8.30 AM,11.40 AM, , ,8,104,0
TN 04 AQ 6239,KALKI NAGAR MAIN ROAD,1,7.10 AM, ,11.40 AM, ,8,105,0
TN 22 CH 8292,METHA NAGAR MAIN ROAD,2,8.20 AM,11.30 AM, , ,8,106,0
TN 04 AQ 4837,KANDHAN STREET,1,8.10 AM,-,11.50 AM, ,8,107,0
TN 22 CY 7795,O BLOCK,1,7.00 AM,9.30 AM, , ,8,108,0
